name,address,primary_category,type,subtype,store_type,lat,lon,snap_eligible,geocode_source,TRACTCE
DRN WHOLESALE  ,200 W 2nd Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.01975,-78.44337,True,usda_snap,331200
Dubois Tobacco Store ,101 S Brady St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.11762,-78.76324,True,usda_snap,330300
Durandetta s Farm Market  ,10011 Clearfield Curwensville Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.00148,-78.45856,True,usda_snap,331300
ELAINE'S COUNTRY STORE  ,2806 Allport Cutoff,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.98022,-78.24696,True,usda_snap,330800
Fam Fuels #3  ,208 Filbert St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.9736,-78.52708,True,usda_snap,331402
Family Dollar 2104,100 N Main St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,41.12328,-78.76757,True,usda_snap,330200
Family Dollar Store 5890,  US Rt 53,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,40.82976,-78.37432,True,usda_snap,331700
Family Dollar Store 7087,1100 Old Town Rd,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,40.82344,-78.70562,True,usda_snap,331900
Family Dollar Store 10765,585 Mahaffey Grampian Hwy,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,40.88198,-78.73365,True,usda_snap,331500
FEZELL SAVE-A-LOT 24251,1000 S Brady St,Food & Grocery,Supermarket,Supermarket,Supermarket,41.10438,-78.77148,True,usda_snap,330100
Fezells Sandy Twp Shop N Save  ,200 Commons Dr,Food & Grocery,Super Store,Super Store,Super Store,41.12479,-78.73328,True,usda_snap,330100
Fuel On  ,911 Walton St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.88885,-78.22955,True,usda_snap,330900
Fuel On  ,911 Walton St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.88885,-78.22955,True,usda_snap,330900
Fuel On  ,911 Walton St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.88855,-78.23013,True,usda_snap,330900
Fuel On  Curwensville  ,208 Filbert St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97334,-78.52666,True,usda_snap,331402
Fuelon Curvensville  ,208 Filbert St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97334,-78.52666,True,usda_snap,331402
Fuelon Houtzdale  ,710 Elizabeth St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.82278,-78.35253,True,usda_snap,331700
Fuelon Philipsburg  ,911 Walton St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.88885,-78.22955,True,usda_snap,330900
Giant Eagle 84,100 N Main St,Food & Grocery,Super Store,Super Store,Super Store,41.12394,-78.76658,True,usda_snap,330200
Giovanni's Woodland Food & Fuel  ,2829 Woodland Bigler Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.99986,-78.34605,True,usda_snap,331000
"GOODMAN'S FOODLINER, INC  ",335 State St,Food & Grocery,Supermarket,Supermarket,Supermarket,40.97515,-78.52485,True,usda_snap,331402
Grampian Church of God-GFFA % Thorp,1420 Chestnut Grove Hwy,Food & Grocery,Food Buying Co-op,Food Buying Co-op,Food Buying Co-op,40.97612,-78.62319,True,usda_snap,331401
GRAMPIAN ONE STOP  ,522 1st St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.96439,-78.60931,True,usda_snap,331401
GRAMPIAN ONE STOP  ,522 1st St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.96439,-78.60931,True,usda_snap,331401
Holt Grocery  ,213 Main St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,40.96534,-78.61248,True,usda_snap,331401
Houtzdale Shop N Save Express  ,541 Spring St,Food & Grocery,Supermarket,Supermarket,Supermarket,40.82342,-78.3489,True,usda_snap,331700
HUMMEL'S GROCERIES  ,  CLEARFIELD STREET,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.96219,-78.29086,True,usda_snap,331000
J G Food Warehouse ,200 River Rd,Food & Grocery,Supermarket,Supermarket,Supermarket,41.02807,-78.43916,True,usda_snap,331200
J G FOOD WAREHOUSE #18  ,200 River Rd,Food & Grocery,Supermarket,Supermarket,Supermarket,41.02763,-78.43898,True,usda_snap,331200
K QUICK STOP  ,401 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97538,-78.52533,True,usda_snap,331402
KEN'S STOP & SHOP  ,5789 Glen Hope Blvd,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,40.79782,-78.50017,True,usda_snap,331600
Ken's Stop N Shop  ,5789 Glen Hope Blvd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.79782,-78.50017,True,usda_snap,331600
Kitti's Llc  ,363 Main St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.79979,-78.39597,True,usda_snap,331700
KLINE'S MYRNA'S MART  ,724 Hannah St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,40.82523,-78.35223,True,usda_snap,331700
Kmart 9733,5820 Shaffer Rd,Food & Grocery,Super Store,Super Store,Super Store,41.11819,-78.73127,True,usda_snap,330300
Lakeside Market  ,5667 Bee Line Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.15887,-78.66782,True,usda_snap,330400
Leyos Inc  , PO Box 397,Food & Grocery,Supermarket,Supermarket,Supermarket,40.73448,-78.4893,True,usda_snap,331800
Martins Food Market 6325,22 Hoover Ave,Food & Grocery,Supermarket,Supermarket,Supermarket,41.1191,-78.75603,True,usda_snap,330300
Maw And Paw Countryside Mall  ,1507 Market St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.11961,-78.11213,True,usda_snap,330700
MT  VIEW MARKET PLACE  ,111 ROLLING STONE RD-BOX 12,Food & Grocery,Large Grocery Store,Large Grocery Store,Large Grocery Store,40.99153,-78.16746,True,usda_snap,330800
Mt. View Market Place  ,111 Rolling Stone Rd,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,40.99137,-78.16747,True,usda_snap,330800
Munson Corner Store  ,2431 Hardscrabble Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.95528,-78.17496,True,usda_snap,330800
N&t Convenience Store  ,803 Bigler Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.02833,-78.42735,True,usda_snap,331100
NICKLES BAKERY THRIFT STORE  ,709 E Dubois Ave,Food & Grocery,Bakery Specialty,Bakery Specialty,Bakery Specialty,41.12478,-78.74159,True,usda_snap,330300
Nittany Minit Mart 212,1135 Main St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.75095,-78.53558,True,usda_snap,331800
Nittany Minit Mart 246,40 Woodland Bigler Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.98497,-78.3017,True,usda_snap,331000
Nittany Minit Mart 239,12120 Bennetts Valley Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.20796,-78.5752,True,usda_snap,330500
Nittany Minit Mart 234,3904 Morrisdale Allport Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.94836,-78.22611,True,usda_snap,330800
Nittany Minit Mart 233,3843 Walton St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.86057,-78.2616,True,usda_snap,330900
PALUMBO MEAT MARKET  ,326 W Long Ave,Food & Grocery,Supermarket,Supermarket,Supermarket,41.12181,-78.76659,True,usda_snap,330200
PALUMBO MEAT MARKET  ,326 W Long Ave,Food & Grocery,Supermarket,Supermarket,Supermarket,41.12181,-78.76659,True,usda_snap,330200
Pantry 1 Petroleum 101,521 Bigler Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.02935,-78.43066,True,usda_snap,331100
Pantry 1 Petroleum  ,521 Bigler Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.02935,-78.43066,True,usda_snap,331100
Penn Prime Farms  ,241 Midway Dr,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,41.12484,-78.73265,True,usda_snap,330100
PHILIPSBURG COMET MARKET INC  ,1323 Walton St,Food & Grocery,Supermarket,Supermarket,Supermarket,40.88591,-78.23495,True,usda_snap,330900
Philipsburg County Market  ,1045 N Front St,Food & Grocery,Supermarket,Supermarket,Supermarket,40.90237,-78.22762,True,usda_snap,
Philipsburg Hometown Market  ,1323 Walton St,Food & Grocery,Super Store,Super Store,Super Store,40.88565,-78.23354,True,usda_snap,330900
Pilot Travel Center 336,1742 Rich Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.1408,-78.78377,True,usda_snap,330100
Prime Tobacco & Convenience  ,338 W Long Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.1219,-78.76682,True,usda_snap,330200
QUIK CHEK MARKET  ,3035 Main Street,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,40.82856,-78.43375,True,usda_snap,331600
Quik Chek Market  ,3035 Main St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,40.82856,-78.43375,True,usda_snap,331600
R QUICK STOP  ,1701 WASHINGTON AVE,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.0012,-78.46382,True,usda_snap,331300
Rainey's General Store  ,113 E Main St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.87031,-78.72049,True,usda_snap,331500
Ramey General Store  ,363 Main St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.79979,-78.39597,True,usda_snap,331700
Rite Aid 10976,431 Commons Dr,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,41.12379,-78.73302,True,usda_snap,330100
Rite Aid 00740,8878 Clearfield Curwensville Hwy,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,40.9876,-78.48027,True,usda_snap,331300
Rite Aid Pharmacy 6839,307 E Market St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,41.02189,-78.43604,True,usda_snap,331100
Santinoceto's Italian Market  ,304 N 3rd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.02567,-78.43639,True,usda_snap,331100
Sapp Bros Travel Center  ,15196 Clearfield Shawville Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.04363,-78.39477,True,usda_snap,330600
Save A Lot 24841,200 Plaza Dr,Food & Grocery,Large Grocery Store,Large Grocery Store,Large Grocery Store,41.02937,-78.4122,True,usda_snap,330600
Save A Lot  ,200 Plaza Dr,Food & Grocery,Supermarket,Supermarket,Supermarket,41.02924,-78.4146,True,usda_snap,330600
Save-A-Lot  ,200 Plaza Dr,Food & Grocery,Supermarket,Supermarket,Supermarket,41.02924,-78.41465,True,usda_snap,330600
Schwans Home Service 105190,334 Spider Lake Rd,Food & Grocery,Delivery Route,Delivery Route,Delivery Route,41.10907,-78.73099,True,usda_snap,330100
Sharons Country Store  ,2806 Allport Cutoff,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,40.98022,-78.24696,True,usda_snap,330800
Sheetz 63,701 E Dubois Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.12513,-78.74229,True,usda_snap,330300
Sheetz 73,101 Nichols St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.0273,-78.44058,True,usda_snap,331200
Sheetz 149,124 N Brady St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.11924,-78.76009,True,usda_snap,330300
Sheetz 148,2120 Blinker Pkwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.08347,-78.78347,True,usda_snap,330100
Sheetz 252,14259 Clearfield Shawville Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.03414,-78.40444,True,usda_snap,330600
SHOLES' GROCERY  ,213 Main St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,40.96534,-78.61248,True,usda_snap,331401
Snappy's 11,331 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97496,-78.52432,True,usda_snap,331402
Snappy's 509,2807 Bee Line Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.13172,-78.7047,True,usda_snap,330400
Snappys 505,14543 Clearfield Shawville Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.03637,-78.39939,True,usda_snap,330600
SOUTH SIDE SUBS & GROCERIES  ,313 Susquehanna Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.96891,-78.52486,True,usda_snap,331402
THE COUNTRY BUTCHER  ,8791 Shiloh Rd,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,41.01284,-78.33267,True,usda_snap,331000
The New Hope Charge-GFFA  ,54 E Long Ave,Food & Grocery,Food Buying Co-op,Food Buying Co-op,Food Buying Co-op,41.11795,-78.76167,True,usda_snap,330300
THORNE'S MARKET #706  ,1700 River Rd,Food & Grocery,Supermarket,Supermarket,Supermarket,41.02774,-78.41737,True,usda_snap,330600
TOM PALUMBO & SONS MEAT MKT  ,715 Daisy St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,41.02789,-78.42799,True,usda_snap,331100
TRI-COUNTY MARKET  ,  RR 2 Box 215,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.73356,-78.79849,True,usda_snap,331900
TVTJ MINISTRIES OUTLET STORE  ,769 Market St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,40.87812,-78.73013,True,usda_snap,331500
Uni Mart  ,208 Filbert St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97334,-78.52666,True,usda_snap,331402
Uni Mart  ,405 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.9754,-78.52539,True,usda_snap,331402
Uni Mart  ,1703 Washington St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.9999,-78.46468,True,usda_snap,331300
UNI-MART  04003,  WASHINGTON & GRAHAM ST,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.0036,-78.46216,True,usda_snap,331300
UNI-MART  04002,2 E MARKET ST,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.02214,-78.44094,True,usda_snap,331200
UNI-MART  04009,208 Filbert St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97334,-78.52666,True,usda_snap,331402
UNI-MART 04006,521 Bigler Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.02935,-78.43066,True,usda_snap,331100
UNI-MART  04032,701 Elizabeth St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.8226,-78.3519,True,usda_snap,331700
UNI-MART  04076,  STATE & FILBERT STS,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97532,-78.52534,True,usda_snap,331402
UNI-MART 04078,338 W Long Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.12155,-78.76666,True,usda_snap,330200
Uni-Mart  ,  State and Filbert Streets,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97532,-78.52534,True,usda_snap,331402
Uni-Mart  ,208 Filbert St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97334,-78.52666,True,usda_snap,331402
Uni-Mart  ,  Washington & Graham Sts.,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.0036,-78.46216,True,usda_snap,331300
Uni-Mart 4003,  Washington & Graham Sts,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.0036,-78.46216,True,usda_snap,331300
Uni-Mart 4076,405 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.9754,-78.52539,True,usda_snap,331402
Unimart Curwensville  ,415 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.97546,-78.52562,True,usda_snap,331402
Unimart Hyde  ,1703 Washington Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.9999,-78.46468,True,usda_snap,331300
VALLEY SHOPPING MART  ,26701 Dowler Hwy,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,40.82471,-78.80553,True,usda_snap,331900
Varner s Farm Mkt  ,1177 Sarah St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,40.85194,-78.28693,True,usda_snap,330900
Walmart Supercenter 2129,100 Supercenter Dr,Food & Grocery,Super Store,Super Store,Super Store,41.03191,-78.40234,True,usda_snap,330600
Walmart Supercenter 1769,20 Industrial Dr,Food & Grocery,Super Store,Super Store,Super Store,41.12766,-78.73613,True,usda_snap,330100
WEST DECATUR SUPPLY  ,3008 Old Erie Pike,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.92768,-78.2803,True,usda_snap,331000
WEST DECATUR SUPPLY  ,3008 Old Erie Pike,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.92768,-78.2803,True,usda_snap,331000
WEST DECATUR SUPPLY  ,3008 Old Erie Pike,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,40.92768,-78.2803,True,usda_snap,331000
West Liberty Farm  ,3332 W Liberty Rd,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,41.0796,-78.80383,True,usda_snap,330100
West Side United Methodist Church-GFFA  ,317 Nichols St,Food & Grocery,Food Buying Co-op,Food Buying Co-op,Food Buying Co-op,41.02732,-78.44437,True,usda_snap,331200
WOODLAND FOOD & FUEL  ,  Int. Rtes 322 and 970,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,40.99511,-78.31329,True,usda_snap,331000
YOUR NEIGHBORHOOD MARKET  ,541 Spring St,Food & Grocery,Super Store,Super Store,Super Store,40.82343,-78.34897,True,usda_snap,331700
Zion Meats  ,1110 Mann Rd,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,41.03027,-78.47646,True,usda_snap,331300
Al's Melons Farm Market  ,18373 Conneaut Lake Rd,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,41.62065,-80.16936,True,usda_snap,111800
