Content.Agency Name,Content.Agency Ref,Content.Effective Date,Content.Value,Content.County ,Content.Statistic Name,Content.Statistic Group ,Name
Northwestern - FP,01082,12/31/2024,299,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,217,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,1000,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,268,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,484,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,299,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,217,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,1000,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,10,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,30,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,1,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,287,JEFFERSON,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,290,JEFFERSON,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,199,JEFFERSON,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,191,JEFFERSON,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,980,JEFFERSON,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,767,JEFFERSON,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,764,JEFFERSON,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,503,JEFFERSON,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,550,JEFFERSON,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,1817,JEFFERSON,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,11,JEFFERSON,L. Total New Households,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,28,JEFFERSON,M. Total New Individuals,Food Pantry/TEFAP,Table6
Brookville Area - FP,01012,12/31/2024,4,JEFFERSON,A. Number of Distributions,Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,8,MCKEAN,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,16,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,12,MCKEAN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,2,MCKEAN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,30,MCKEAN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,8,MCKEAN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Mount Jewett Hunger Project,01814,12/31/2024,16,MCKEAN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,21,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,101,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,1,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Ridgway - FP,06084,12/31/2024,65,ELK,B. Number of Unique Households,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,26,ELK,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,26,ELK,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
Ridgway - FP,06084,12/31/2024,59,ELK,E. Number of Unique Seniors (60+ years),Produce Express,Table6
Ridgway - FP,06084,12/31/2024,148,ELK,F. Number of Unique Individuals,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,65,ELK,G. Combined Total Number of Households,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,26,ELK,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
Ridgway - FP,06084,12/31/2024,26,ELK,I. Combined Total Children (0 - 17 years),Produce Express,Table6
Ridgway - FP,06084,12/31/2024,59,ELK,J. Combined Total Seniors (60+ years),Produce Express,Table6
Ridgway - FP,06084,12/31/2024,148,ELK,K. Combined Total Number of Individuals,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,5,ELK,L. Total New Households,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,10,ELK,M. Total New Individuals,Produce Express,Table6
Ridgway - FP,06084,12/31/2024,1,ELK,A. Number of Distributions,Produce Express,Table6
Supportive Living Services - Group Home,04534,12/31/2024,465,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table6
Conneaut Valley - FP,01539,12/31/2024,170,CRAWFORD,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,212,CRAWFORD,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,138,CRAWFORD,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,130,CRAWFORD,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,480,CRAWFORD,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,170,CRAWFORD,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,212,CRAWFORD,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,138,CRAWFORD,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,130,CRAWFORD,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,480,CRAWFORD,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,6,CRAWFORD,L. Total New Households,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,16,CRAWFORD,M. Total New Individuals,Food Pantry/TEFAP,Table6
Conneaut Valley - FP,01539,12/31/2024,2,CRAWFORD,A. Number of Distributions,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,140,JEFFERSON,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,211,JEFFERSON,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,116,JEFFERSON,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,62,JEFFERSON,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,389,JEFFERSON,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,140,JEFFERSON,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,211,JEFFERSON,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,116,JEFFERSON,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,62,JEFFERSON,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,389,JEFFERSON,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,23,JEFFERSON,L. Total New Households,Food Pantry/TEFAP,Table6
Cross Town Punxy - FP,01595,12/31/2024,1,JEFFERSON,A. Number of Distributions,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,71,CRAWFORD,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,113,CRAWFORD,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,72,CRAWFORD,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,45,CRAWFORD,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,230,CRAWFORD,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,131,CRAWFORD,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,211,CRAWFORD,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,157,CRAWFORD,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,79,CRAWFORD,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,447,CRAWFORD,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,2,CRAWFORD,L. Total New Households,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,8,CRAWFORD,M. Total New Individuals,Food Pantry/TEFAP,Table6
Oil Valley - FP,01473,12/31/2024,4,CRAWFORD,A. Number of Distributions,Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,98,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,106,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,34,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,63,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,203,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,107,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,115,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,37,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,71,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,223,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Wesleyville Interfaith - FP,01163,12/31/2024,5,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
Franklin - Military Share,10095,12/31/2024,220,VENANGO,K. Combined Total Number of Individuals,Produce Express,Table6
Franklin - Military Share,10095,12/31/2024,14,VENANGO,L. Total New Households,Produce Express,Table6
Franklin - Military Share,10095,12/31/2024,30,VENANGO,M. Total New Individuals,Produce Express,Table6
Franklin - Military Share,10095,12/31/2024,1,VENANGO,A. Number of Distributions,Produce Express,Table6
BP - Pfeiffer Burleigh - SHBP,02034,12/31/2024,230,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Pfeiffer Burleigh - SHBP,02034,12/31/2024,920,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,18,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,4,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,22,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,26,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,18,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,4,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,22,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,16,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Union City Full Gospel Church - FP,01599,12/31/2024,1,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Erie - Military Share,10086,12/31/2024,71,ERIE,B. Number of Unique Households,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,50,ERIE,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,27,ERIE,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
Erie - Military Share,10086,12/31/2024,66,ERIE,E. Number of Unique Seniors (60+ years),Produce Express,Table6
Erie - Military Share,10086,12/31/2024,143,ERIE,F. Number of Unique Individuals,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,71,ERIE,G. Combined Total Number of Households,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,50,ERIE,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
Erie - Military Share,10086,12/31/2024,27,ERIE,I. Combined Total Children (0 - 17 years),Produce Express,Table6
Erie - Military Share,10086,12/31/2024,66,ERIE,J. Combined Total Seniors (60+ years),Produce Express,Table6
Erie - Military Share,10086,12/31/2024,19,ERIE,K. Combined Total Number of Individuals,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,5,ERIE,L. Total New Households,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,19,ERIE,M. Total New Individuals,Produce Express,Table6
Erie - Military Share,10086,12/31/2024,1,ERIE,A. Number of Distributions,Produce Express,Table6
BP - Robert Benjamin Wiley - SHBP,02056,12/31/2024,17,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Robert Benjamin Wiley - SHBP,02056,12/31/2024,68,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
Zion Jesus - FP,01479,12/31/2024,125,CLARION,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Zion Jesus - FP,01479,12/31/2024,166,CLARION,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Community Pantry Project - FP,01583,12/31/2024,84,VENANGO,A. Number of Distributions,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,170,WARREN,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,220,WARREN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,131,WARREN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,80,WARREN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,431,WARREN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,136,WARREN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,146,WARREN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,65,WARREN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,88,WARREN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,299,WARREN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,5,WARREN,L. Total New Households,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,12,WARREN,M. Total New Individuals,Food Pantry/TEFAP,Table6
Youngsville 2nd Street FP,01526,12/31/2024,15,WARREN,A. Number of Distributions,Food Pantry/TEFAP,Table6
Salvation Army Corry - SK,03288,12/31/2024,107,ERIE,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table6
Supportive Living Services - Group Home,04420,12/31/2024,7,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table6
Supportive Living Services - Group Home,04420,12/31/2024,744,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,80,MCKEAN,B. Number of Unique Households,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,89,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,49,MCKEAN,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,64,MCKEAN,E. Number of Unique Seniors (60+ years),Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,202,MCKEAN,F. Number of Unique Individuals,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,80,MCKEAN,G. Combined Total Number of Households,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,89,MCKEAN,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,49,MCKEAN,I. Combined Total Children (0 - 17 years),Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,64,MCKEAN,J. Combined Total Seniors (60+ years),Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,202,MCKEAN,K. Combined Total Number of Individuals,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,9,MCKEAN,L. Total New Households,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,27,MCKEAN,M. Total New Individuals,Produce Express,Table6
St Elizabeth of Hungary - FP,07024,12/31/2024,1,MCKEAN,A. Number of Distributions,Produce Express,Table6
Sheffield Area Middle/High School - SCHOOL PANTRY ,09678,12/31/2024,11,WARREN,D. Number of Unique Children (0 - 17 years),School Pantry,Table6
Sheffield Area Middle/High School - SCHOOL PANTRY ,09678,12/31/2024,44,WARREN,I. Combined Total Children (0 - 17 years),School Pantry,Table6
Warren Area High School - SCHOOL PANTRY ,09746,12/31/2024,7,WARREN,D. Number of Unique Children (0 - 17 years),School Pantry,Table6
Warren Area High School - SCHOOL PANTRY ,09746,12/31/2024,26,WARREN,I. Combined Total Children (0 - 17 years),School Pantry,Table6
Waterford - FP,01139,12/31/2024,93,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Waterford - FP,01139,12/31/2024,134,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Waterford - FP,01139,12/31/2024,120,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
