name,address,county,state,zip,lat,lon,store_type_raw,authorization_date,GEOID,zcta,is_urban
Dollar General 30902,16030 PA Route 62,WARREN,PA,16351,41.67673,-79.41703,Combination Grocery/Other,10/17/2024,42123971100,16351,False
Dollar Tree 3551,2745 Market St,WARREN,PA,16365,41.87906,-79.15045,Combination Grocery/Other,9/21/2010,42123970600,16365,False
Family Dollar 10961,70 Railroad St,WARREN,PA,16371,41.84903,-79.31791,Combination Grocery/Other,10/15/2014,42123970500,16371,True
Family Dollar 10587,15905 Route 62,WARREN,PA,16351,41.67846,-79.41559,Combination Grocery/Other,12/11/2014,42123971100,16351,False
Family Dollar Store 7297,1036 Pennsylvania Ave W,WARREN,PA,16365,41.84289,-79.16107,Combination Grocery/Other,6/17/2009,42123970800,16365,True
Kondaks Community Market,3 S Main St,WARREN,PA,16313,41.78068,-79.09455,Medium Grocery Store,9/4/2024,42123970100,16313,False
Kwik Fill 149,600 Pennsylvania Ave E,WARREN,PA,16365,41.8408,-79.13508,Convenience Store,8/24/1973,42123970900,16365,True
Kwik Fill 152,201 Hickory St,WARREN,PA,16365,41.84536,-79.14952,Convenience Store,10/22/1982,42123970800,16365,True
Kwik Fill 299,7 Warren Rd,WARREN,PA,16350,41.98154,-79.34241,Convenience Store,10/30/2018,42123970300,16350,False
Kwik Fill 295,2016 Pa Ave E,WARREN,PA,16365,41.82742,-79.12067,Convenience Store,11/5/2018,42123970900,16365,True
Kwik Fill 381,30345 Route 6,WARREN,PA,16340,41.83457,-79.37597,Convenience Store,11/5/2018,42123970400,16340,False
Sheetz 520,2425 Market St,WARREN,PA,16365,41.87473,-79.15234,Convenience Store,6/1/2013,42123970600,16365,False
Spend Less,1751 Market St,WARREN,PA,16365,41.86548,-79.15577,Combination Grocery/Other,6/24/2021,42123970600,16365,False
Straight Off The Block,10 Center St,WARREN,PA,16347,41.70233,-79.03358,Meat/Poultry Specialty,6/30/2022,42123971200,16347,False
The Storehouse Grocery,103 E Main St,WARREN,PA,16371,41.85186,-79.31719,Combination Grocery/Other,5/29/2018,42123970500,16371,True
THE TRADING POST,15910 Route 62,WARREN,PA,16351,41.67848,-79.4161,Convenience Store,2/6/2019,42123971100,16351,False
Tops Markets 671,6 Leather St,WARREN,PA,16347,41.70189,-79.03323,Supermarket,4/1/1971,42123971200,16347,False
Tops Markets 669,28 Railroad St,WARREN,PA,16371,41.85072,-79.3171,Supermarket,4/1/1971,42123970500,16371,True
Tops Markets 603,74 Market St,WARREN,PA,16365,41.84277,-79.14468,Supermarket,11/16/2015,42123970800,16365,True
Walmart 3429,2901 Market St,WARREN,PA,16365,41.88216,-79.15093,Super Store,2/2/2007,42123970600,16365,False
Warren Shurfine 1,1613 Pennsylvania Ave E,WARREN,PA,16365,41.83221,-79.12563,Supermarket,1/17/2017,42123970900,16365,True
